User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage
2593,27,Female,5.58,['Sports'],Friendship,Yes,High School,Artist,75,Monthly
2594,25,Male,5.83,"['Music', 'Movies']",Friendship,Maybe,Master's Degree,Entrepreneur,41,Weekly
2595,28,Female,5.37,"['Music', 'Movies', 'Travel']",Casual Dating,Yes,Master's Degree,Doctor,20,Weekly
2596,21,Female,5.49,['Cooking'],Long-term Relationship,Maybe,Master's Degree,Teacher,92,Daily
2597,29,Female,5.97,['Movies'],Long-term Relationship,Maybe,Ph.D.,Teacher,92,Weekly
2598,26,Female,5.26,"['Music', 'Hiking']",Casual Dating,No,Ph.D.,Doctor,2,Weekly
2599,29,Female,5.91,['Movies'],Casual Dating,Yes,Ph.D.,Business Owner,9,Weekly
2600,28,Female,5.07,"['Sports', 'Reading', 'Cooking']",Casual Dating,Maybe,High School,Student,49,Weekly
2601,30,Female,5.9,"['Music', 'Travel', 'Sports']",Long-term Relationship,Maybe,Bachelor's Degree,Student,41,Weekly
2602,18,Female,5.78,['Music'],Marriage,Maybe,Ph.D.,Artist,70,Daily
2603,29,Female,5.06,"['Music', 'Sports']",Casual Dating,Yes,Bachelor's Degree,Doctor,87,Daily
2604,25,Male,5.55,"['Sports', 'Hiking', 'Reading']",Friendship,Maybe,High School,Teacher,59,Weekly
2605,30,Male,5.16,"['Sports', 'Reading']",Long-term Relationship,Yes,Master's Degree,Teacher,42,Daily
2606,31,Male,5.33,"['Travel', 'Reading']",Long-term Relationship,Yes,Master's Degree,Engineer,53,Monthly
2607,27,Female,5.46,['Movies'],Friendship,Maybe,High School,Student,77,Weekly
2608,19,Male,5.76,"['Travel', 'Reading']",Marriage,Yes,Ph.D.,Social Media Influencer,81,Monthly
2609,18,Male,5.12,['Movies'],Marriage,Maybe,Ph.D.,Business Owner,41,Daily
2610,24,Female,5.65,['Reading'],Friendship,Maybe,Master's Degree,Teacher,36,Weekly
2611,30,Male,5.49,"['Movies', 'Cooking', 'Hiking']",Marriage,Maybe,Master's Degree,Doctor,90,Monthly
2612,23,Male,5.19,"['Movies', 'Travel', 'Reading']",Friendship,No,Bachelor's Degree,Artist,66,Weekly
2613,22,Male,5.92,"['Sports', 'Music']",Marriage,No,Bachelor's Degree,Business Owner,5,Monthly
2614,19,Male,5.68,['Reading'],Long-term Relationship,Yes,High School,Doctor,37,Weekly
2615,26,Female,5.64,"['Reading', 'Cooking', 'Music']",Friendship,Yes,Bachelor's Degree,Artist,9,Weekly
2616,32,Male,5.58,"['Hiking', 'Reading']",Friendship,No,Bachelor's Degree,Business Owner,87,Daily
2617,27,Male,5.34,"['Reading', 'Travel', 'Music']",Long-term Relationship,Maybe,High School,Entrepreneur,78,Daily
2618,30,Female,5.21,['Cooking'],Long-term Relationship,No,Bachelor's Degree,Entrepreneur,86,Daily
2619,20,Male,5.24,"['Travel', 'Movies']",Long-term Relationship,Maybe,Ph.D.,Teacher,17,Daily
2620,28,Female,5.35,"['Movies', 'Sports']",Marriage,No,Ph.D.,Doctor,40,Weekly
2621,32,Female,5.97,"['Sports', 'Reading', 'Cooking']",Long-term Relationship,Maybe,High School,Entrepreneur,46,Monthly
2622,33,Male,5.69,"['Movies', 'Music']",Casual Dating,Maybe,Ph.D.,Engineer,51,Monthly
2623,31,Female,5.55,"['Travel', 'Music']",Marriage,No,High School,Social Media Influencer,34,Daily
2624,25,Female,5.31,['Travel'],Marriage,Maybe,Ph.D.,Social Media Influencer,36,Daily
2625,34,Female,5.64,"['Cooking', 'Sports']",Casual Dating,Yes,Master's Degree,Entrepreneur,17,Weekly
2626,28,Female,5.12,['Travel'],Long-term Relationship,No,Master's Degree,Doctor,41,Monthly
2627,21,Female,5.52,['Music'],Long-term Relationship,Yes,Master's Degree,Business Owner,74,Weekly
2628,21,Female,5.65,['Hiking'],Marriage,No,Master's Degree,Engineer,43,Daily
2629,27,Male,5.33,"['Cooking', 'Hiking', 'Reading']",Long-term Relationship,Maybe,Ph.D.,Engineer,45,Monthly
2630,31,Male,5.32,"['Sports', 'Movies', 'Cooking']",Casual Dating,Maybe,High School,Social Media Influencer,93,Monthly
2631,35,Male,6,"['Movies', 'Reading', 'Music']",Casual Dating,No,Bachelor's Degree,Artist,70,Monthly
2632,29,Female,5.84,"['Music', 'Cooking', 'Sports']",Casual Dating,Yes,Ph.D.,Doctor,93,Daily
2633,19,Female,5.41,"['Music', 'Travel', 'Movies']",Marriage,Maybe,Ph.D.,Artist,7,Daily
2634,33,Male,5.49,"['Music', 'Sports', 'Travel']",Long-term Relationship,Yes,Ph.D.,Student,11,Monthly
2635,31,Female,5.39,['Music'],Casual Dating,No,Master's Degree,Artist,45,Monthly
2636,18,Male,5.07,['Hiking'],Friendship,No,Master's Degree,Entrepreneur,84,Daily
2637,29,Female,5.67,"['Sports', 'Music', 'Travel']",Marriage,Yes,Master's Degree,Doctor,24,Weekly
2638,28,Female,5.29,"['Sports', 'Music']",Casual Dating,Yes,Master's Degree,Doctor,35,Monthly
2639,24,Male,5.41,"['Music', 'Sports', 'Movies']",Marriage,Maybe,Master's Degree,Engineer,81,Monthly
2640,27,Male,5.5,"['Movies', 'Sports']",Long-term Relationship,Maybe,Ph.D.,Teacher,13,Daily
2641,34,Female,5.83,['Travel'],Casual Dating,No,Ph.D.,Artist,70,Monthly
2642,27,Male,5.24,['Sports'],Friendship,No,Ph.D.,Social Media Influencer,8,Weekly
2643,22,Female,5.27,['Travel'],Friendship,Yes,High School,Doctor,58,Weekly
2644,31,Female,5.13,['Movies'],Long-term Relationship,Yes,Bachelor's Degree,Business Owner,60,Daily
2645,32,Male,5.52,"['Movies', 'Reading']",Friendship,Maybe,Bachelor's Degree,Student,86,Monthly
2646,33,Male,5.2,"['Hiking', 'Movies', 'Reading']",Casual Dating,Yes,Ph.D.,Business Owner,72,Weekly
2647,34,Male,5.12,"['Cooking', 'Reading', 'Music']",Long-term Relationship,Maybe,High School,Doctor,35,Weekly
2648,26,Male,5.79,"['Hiking', 'Travel']",Long-term Relationship,Yes,Bachelor's Degree,Teacher,6,Weekly
2649,33,Male,5.52,['Travel'],Long-term Relationship,Yes,Ph.D.,Business Owner,42,Daily
2650,31,Female,5.61,"['Sports', 'Cooking']",Marriage,Yes,High School,Business Owner,4,Daily
2651,25,Male,5.71,"['Travel', 'Music', 'Hiking']",Friendship,Yes,Bachelor's Degree,Engineer,21,Weekly
2652,27,Male,5.14,['Movies'],Friendship,Yes,Ph.D.,Social Media Influencer,67,Daily
2653,21,Female,5.04,"['Travel', 'Movies', 'Reading']",Long-term Relationship,Yes,Bachelor's Degree,Engineer,38,Daily
2654,29,Male,5.72,"['Music', 'Reading']",Long-term Relationship,No,Bachelor's Degree,Teacher,89,Weekly
2655,22,Male,5.33,"['Reading', 'Hiking']",Long-term Relationship,No,Master's Degree,Engineer,42,Daily
2656,27,Female,5.96,['Reading'],Friendship,Maybe,High School,Doctor,43,Daily
2657,33,Female,5.71,"['Music', 'Sports']",Long-term Relationship,Yes,High School,Doctor,22,Weekly
2658,32,Female,5.14,"['Sports', 'Reading']",Long-term Relationship,Maybe,Ph.D.,Social Media Influencer,48,Daily
2659,24,Female,5.99,"['Cooking', 'Sports']",Long-term Relationship,Maybe,Ph.D.,Engineer,92,Weekly
2660,26,Female,5.41,['Hiking'],Long-term Relationship,Yes,High School,Teacher,57,Weekly
2661,26,Male,5.04,['Hiking'],Marriage,Yes,High School,Doctor,24,Weekly
2662,24,Female,5.04,['Travel'],Friendship,Yes,Bachelor's Degree,Doctor,36,Monthly
2663,28,Male,5.99,"['Reading', 'Hiking', 'Movies']",Marriage,No,Ph.D.,Teacher,79,Weekly
2664,22,Male,5.56,"['Movies', 'Hiking']",Marriage,Maybe,Ph.D.,Teacher,26,Weekly
2665,25,Female,5.34,"['Reading', 'Sports', 'Travel']",Long-term Relationship,Maybe,Bachelor's Degree,Social Media Influencer,93,Weekly
2666,26,Female,5.36,"['Cooking', 'Music', 'Travel']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,84,Daily
2667,34,Male,5.86,['Travel'],Casual Dating,Yes,High School,Teacher,7,Weekly
2668,19,Male,5.62,"['Reading', 'Travel']",Long-term Relationship,Maybe,Bachelor's Degree,Doctor,17,Monthly
2669,26,Female,5.01,"['Reading', 'Music']",Casual Dating,No,Bachelor's Degree,Student,90,Monthly
2670,22,Female,5.83,"['Sports', 'Hiking']",Marriage,Yes,Ph.D.,Entrepreneur,5,Monthly
2671,20,Male,5.09,"['Movies', 'Cooking', 'Reading']",Casual Dating,No,Master's Degree,Engineer,30,Weekly
2672,32,Male,5.06,['Sports'],Casual Dating,Yes,Master's Degree,Business Owner,16,Monthly
2673,22,Male,5.64,['Travel'],Long-term Relationship,No,Master's Degree,Business Owner,34,Weekly
2674,33,Female,5.79,"['Music', 'Cooking', 'Travel']",Casual Dating,Maybe,Ph.D.,Artist,55,Weekly
2675,19,Female,6,"['Travel', 'Cooking', 'Hiking']",Casual Dating,Maybe,High School,Student,84,Weekly
2676,35,Female,5.29,['Sports'],Long-term Relationship,No,Master's Degree,Engineer,22,Daily
2677,24,Male,5.88,"['Travel', 'Music']",Long-term Relationship,Maybe,High School,Entrepreneur,43,Monthly
2678,22,Male,5.04,"['Sports', 'Reading', 'Movies']",Long-term Relationship,No,Ph.D.,Social Media Influencer,7,Weekly
2679,35,Male,5.58,['Sports'],Casual Dating,Yes,Ph.D.,Teacher,77,Monthly
2680,31,Female,5.75,"['Travel', 'Music']",Casual Dating,Yes,High School,Doctor,49,Weekly
2681,21,Female,5.9,['Music'],Marriage,Yes,Ph.D.,Entrepreneur,80,Weekly
2682,29,Male,5.65,"['Reading', 'Movies', 'Travel']",Friendship,Maybe,High School,Artist,57,Weekly
2683,21,Male,5.78,"['Cooking', 'Music']",Marriage,No,Ph.D.,Social Media Influencer,9,Monthly
2684,21,Female,5.17,"['Sports', 'Movies']",Marriage,Yes,High School,Social Media Influencer,60,Daily
2685,19,Male,5.91,['Reading'],Long-term Relationship,No,Bachelor's Degree,Student,11,Weekly
2686,20,Male,5.14,"['Sports', 'Movies']",Long-term Relationship,Yes,Bachelor's Degree,Student,16,Daily
2687,27,Female,5.67,['Music'],Casual Dating,No,Bachelor's Degree,Business Owner,14,Daily
2688,27,Male,5.44,"['Travel', 'Movies', 'Music']",Casual Dating,Yes,High School,Engineer,79,Monthly
2689,25,Female,5.65,"['Movies', 'Cooking']",Long-term Relationship,Maybe,Bachelor's Degree,Doctor,39,Monthly
2690,19,Male,5.81,"['Reading', 'Movies']",Casual Dating,Maybe,Master's Degree,Artist,36,Weekly
2691,18,Male,5.02,"['Cooking', 'Reading', 'Travel']",Marriage,Yes,Ph.D.,Entrepreneur,89,Weekly
2692,21,Female,5.28,['Sports'],Casual Dating,No,Bachelor's Degree,Artist,44,Daily
2693,18,Female,5.37,"['Music', 'Reading', 'Movies']",Casual Dating,No,High School,Student,7,Weekly
2694,34,Female,5.78,"['Movies', 'Hiking', 'Travel']",Marriage,No,Bachelor's Degree,Engineer,51,Monthly
2695,20,Female,5.28,['Music'],Casual Dating,Maybe,Ph.D.,Business Owner,81,Monthly
2696,33,Male,5.31,['Music'],Friendship,No,Master's Degree,Business Owner,77,Daily
2697,20,Male,5.17,"['Movies', 'Reading', 'Cooking']",Friendship,Maybe,Master's Degree,Artist,23,Daily
2698,31,Male,5.89,"['Hiking', 'Music', 'Travel']",Friendship,No,Master's Degree,Entrepreneur,53,Weekly
2699,19,Male,5.01,"['Hiking', 'Music']",Long-term Relationship,No,Bachelor's Degree,Student,3,Weekly
2700,20,Male,5.69,"['Travel', 'Cooking', 'Reading']",Long-term Relationship,Maybe,High School,Doctor,43,Weekly
2701,32,Male,5.93,"['Music', 'Movies', 'Reading']",Marriage,Yes,Master's Degree,Engineer,62,Daily
2702,20,Female,5.48,"['Hiking', 'Reading']",Marriage,Maybe,High School,Social Media Influencer,9,Monthly
2703,25,Female,5.1,"['Movies', 'Hiking', 'Travel']",Marriage,Yes,High School,Artist,22,Daily
2704,35,Female,5.43,"['Reading', 'Cooking', 'Travel']",Friendship,Maybe,Master's Degree,Business Owner,60,Monthly
2705,25,Female,5.04,"['Cooking', 'Movies', 'Hiking']",Friendship,Yes,Bachelor's Degree,Social Media Influencer,99,Daily
2706,32,Male,5.12,"['Reading', 'Hiking']",Long-term Relationship,No,Ph.D.,Student,50,Monthly
2707,21,Female,5.72,"['Reading', 'Cooking']",Friendship,No,High School,Artist,60,Weekly
2708,35,Female,5.68,"['Reading', 'Travel']",Marriage,Yes,Ph.D.,Artist,81,Weekly
2709,29,Female,5.72,['Cooking'],Marriage,Yes,Master's Degree,Student,7,Daily
2710,28,Male,5.83,"['Movies', 'Travel']",Marriage,Maybe,Master's Degree,Engineer,75,Daily
2711,31,Male,5.07,"['Reading', 'Travel', 'Hiking']",Casual Dating,No,Ph.D.,Business Owner,36,Weekly
2712,33,Male,5.2,"['Reading', 'Sports', 'Hiking']",Long-term Relationship,No,Ph.D.,Entrepreneur,31,Monthly
2713,18,Male,5.98,"['Movies', 'Music', 'Travel']",Marriage,Maybe,Ph.D.,Social Media Influencer,28,Weekly
2714,23,Male,5.3,['Movies'],Casual Dating,Yes,Master's Degree,Doctor,4,Monthly
2715,26,Female,5.78,"['Reading', 'Travel']",Long-term Relationship,Yes,Bachelor's Degree,Social Media Influencer,94,Weekly
2716,28,Female,5.19,"['Music', 'Reading']",Long-term Relationship,No,Bachelor's Degree,Doctor,6,Weekly
2717,24,Male,5.46,['Reading'],Casual Dating,Maybe,High School,Business Owner,97,Weekly
2718,19,Female,5.89,['Travel'],Friendship,Maybe,Bachelor's Degree,Social Media Influencer,29,Monthly
2719,33,Female,5.83,"['Movies', 'Hiking']",Casual Dating,Maybe,Master's Degree,Entrepreneur,46,Weekly
2720,24,Male,5.53,"['Travel', 'Music']",Marriage,Maybe,Bachelor's Degree,Artist,60,Daily
2721,33,Female,5.36,['Travel'],Marriage,Yes,High School,Entrepreneur,51,Monthly
2722,23,Female,5.24,"['Sports', 'Movies']",Friendship,Yes,Master's Degree,Artist,18,Daily
2723,21,Female,5.14,"['Sports', 'Travel', 'Music']",Friendship,No,High School,Teacher,69,Weekly
2724,33,Female,5.95,['Cooking'],Casual Dating,Maybe,Ph.D.,Student,81,Daily
2725,20,Male,5.63,['Sports'],Marriage,No,Master's Degree,Engineer,24,Monthly
2726,32,Male,5.65,['Reading'],Long-term Relationship,Maybe,Bachelor's Degree,Teacher,81,Weekly
2727,24,Female,5.54,"['Sports', 'Cooking']",Casual Dating,Yes,Ph.D.,Business Owner,13,Weekly
2728,28,Female,5.47,"['Hiking', 'Cooking', 'Travel']",Casual Dating,No,Ph.D.,Business Owner,6,Monthly
2729,35,Female,5.28,"['Reading', 'Hiking']",Long-term Relationship,Maybe,Master's Degree,Business Owner,52,Weekly
2730,26,Male,5.05,"['Cooking', 'Sports']",Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,16,Daily
2731,26,Female,5.58,"['Reading', 'Hiking', 'Cooking']",Casual Dating,Maybe,High School,Doctor,0,Weekly
2732,34,Male,5.4,['Travel'],Marriage,Yes,Bachelor's Degree,Artist,100,Monthly
2733,18,Male,5.96,['Movies'],Friendship,Yes,Ph.D.,Engineer,16,Daily
2734,29,Female,5.65,['Sports'],Casual Dating,Yes,Master's Degree,Engineer,20,Weekly
2735,27,Female,5.44,"['Hiking', 'Music', 'Sports']",Friendship,Maybe,Ph.D.,Artist,52,Daily
2736,24,Female,5.32,"['Movies', 'Reading']",Marriage,Yes,High School,Student,55,Monthly
2737,19,Male,5.59,"['Reading', 'Movies', 'Cooking']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,48,Weekly
2738,32,Female,5.02,['Reading'],Friendship,Yes,High School,Entrepreneur,51,Monthly
2739,24,Male,5.12,"['Reading', 'Movies']",Long-term Relationship,No,Master's Degree,Entrepreneur,81,Weekly
2740,20,Male,5.75,"['Music', 'Cooking', 'Movies']",Marriage,Maybe,High School,Teacher,84,Monthly
2741,18,Female,5.51,"['Travel', 'Reading']",Casual Dating,No,Ph.D.,Artist,59,Monthly
2742,22,Female,5.99,['Hiking'],Friendship,No,Bachelor's Degree,Engineer,57,Weekly
2743,20,Male,5.93,"['Reading', 'Travel']",Friendship,No,Master's Degree,Student,62,Weekly
2744,18,Male,5.47,"['Sports', 'Music']",Marriage,Yes,High School,Teacher,93,Weekly
2745,24,Female,5.85,"['Music', 'Travel']",Long-term Relationship,Maybe,Ph.D.,Social Media Influencer,36,Daily
2746,25,Male,5.29,"['Travel', 'Reading', 'Hiking']",Marriage,Maybe,Ph.D.,Business Owner,2,Weekly
2747,30,Male,5.79,"['Movies', 'Sports', 'Reading']",Casual Dating,Maybe,Master's Degree,Student,45,Daily
2748,23,Male,5.39,"['Reading', 'Hiking', 'Cooking']",Casual Dating,Maybe,Bachelor's Degree,Business Owner,90,Weekly
2749,34,Male,5.01,"['Movies', 'Music']",Marriage,Yes,Master's Degree,Doctor,74,Monthly
2750,24,Female,5.99,['Travel'],Marriage,Yes,Ph.D.,Artist,0,Weekly
2751,28,Female,5.43,"['Cooking', 'Reading', 'Hiking']",Marriage,No,High School,Entrepreneur,5,Daily
2752,32,Female,5.01,"['Travel', 'Movies', 'Reading']",Friendship,Yes,High School,Social Media Influencer,2,Daily
2753,32,Male,5.92,"['Reading', 'Movies', 'Cooking']",Marriage,Yes,High School,Artist,94,Daily
2754,35,Male,5.05,"['Travel', 'Reading', 'Cooking']",Friendship,Maybe,Ph.D.,Artist,4,Monthly
2755,29,Male,5.19,['Hiking'],Friendship,No,High School,Doctor,34,Weekly
2756,20,Male,5.13,['Music'],Long-term Relationship,Maybe,Ph.D.,Artist,49,Daily
2757,29,Male,5.18,"['Cooking', 'Reading']",Marriage,Maybe,High School,Social Media Influencer,72,Weekly
2758,34,Male,5.34,['Sports'],Long-term Relationship,Maybe,Master's Degree,Doctor,67,Weekly
2759,18,Male,5.58,"['Cooking', 'Travel', 'Movies']",Friendship,Maybe,High School,Entrepreneur,3,Daily
2760,32,Male,5.95,"['Sports', 'Music', 'Travel']",Casual Dating,Maybe,Bachelor's Degree,Student,66,Monthly
2761,23,Male,5.9,"['Music', 'Hiking']",Casual Dating,Yes,Master's Degree,Teacher,41,Weekly
2762,23,Male,5.34,"['Movies', 'Hiking', 'Cooking']",Long-term Relationship,No,Ph.D.,Engineer,67,Daily
2763,29,Female,5.52,"['Cooking', 'Movies', 'Hiking']",Marriage,No,High School,Engineer,16,Monthly
2764,34,Female,5.51,['Sports'],Long-term Relationship,Maybe,High School,Business Owner,76,Weekly
2765,23,Female,5.16,"['Hiking', 'Music', 'Cooking']",Marriage,Yes,Bachelor's Degree,Engineer,7,Weekly
2766,21,Female,5.32,"['Sports', 'Cooking']",Marriage,Maybe,Ph.D.,Business Owner,90,Weekly
2767,21,Female,5.9,['Hiking'],Long-term Relationship,No,Master's Degree,Student,25,Monthly
2768,19,Female,5.67,"['Movies', 'Sports']",Long-term Relationship,Maybe,Master's Degree,Entrepreneur,36,Monthly
2769,34,Male,5.76,"['Travel', 'Reading', 'Movies']",Marriage,Maybe,High School,Engineer,80,Monthly
2770,20,Male,5.3,"['Travel', 'Reading', 'Hiking']",Friendship,Yes,Master's Degree,Doctor,44,Weekly
2771,34,Female,5.12,['Music'],Casual Dating,Yes,Master's Degree,Social Media Influencer,13,Daily
2772,26,Male,5.74,"['Travel', 'Movies', 'Reading']",Friendship,Yes,High School,Social Media Influencer,88,Weekly
2773,35,Female,5.86,"['Hiking', 'Sports', 'Travel']",Marriage,Yes,Master's Degree,Doctor,7,Daily
2774,25,Male,5.51,"['Movies', 'Cooking']",Friendship,No,High School,Student,18,Monthly
2775,33,Female,5.5,['Cooking'],Casual Dating,Yes,Master's Degree,Teacher,45,Weekly
2776,32,Female,5.3,"['Movies', 'Sports', 'Travel']",Casual Dating,No,Bachelor's Degree,Doctor,6,Daily
2777,21,Female,5.57,"['Cooking', 'Music', 'Movies']",Casual Dating,Maybe,High School,Artist,30,Monthly
2778,22,Female,5.78,"['Movies', 'Music', 'Sports']",Casual Dating,Maybe,Ph.D.,Artist,46,Monthly
2779,35,Female,5.43,['Hiking'],Long-term Relationship,No,High School,Doctor,60,Weekly
2780,28,Female,5.88,"['Cooking', 'Travel']",Marriage,No,Bachelor's Degree,Doctor,89,Daily
2781,25,Female,5.79,"['Reading', 'Hiking', 'Travel']",Casual Dating,Yes,Master's Degree,Student,100,Daily
2782,23,Male,5.47,"['Hiking', 'Travel']",Friendship,No,Ph.D.,Engineer,86,Weekly
2783,21,Female,5.74,"['Cooking', 'Movies']",Friendship,Maybe,Bachelor's Degree,Business Owner,57,Weekly
2784,18,Male,5.02,"['Movies', 'Music']",Marriage,Maybe,Master's Degree,Doctor,25,Weekly
2785,19,Female,5.88,"['Movies', 'Reading', 'Sports']",Long-term Relationship,No,Master's Degree,Artist,6,Monthly
2786,22,Female,5.5,"['Sports', 'Reading']",Friendship,No,Ph.D.,Business Owner,55,Weekly
2787,25,Male,5.5,['Hiking'],Marriage,Yes,Ph.D.,Entrepreneur,21,Monthly
2788,21,Male,5.56,"['Music', 'Cooking', 'Movies']",Marriage,No,Bachelor's Degree,Entrepreneur,59,Monthly
2789,26,Female,5.33,"['Movies', 'Cooking']",Casual Dating,No,High School,Teacher,55,Monthly
2790,22,Male,5.6,['Sports'],Long-term Relationship,No,High School,Teacher,11,Monthly
2791,31,Female,5.63,"['Reading', 'Hiking', 'Music']",Marriage,Yes,High School,Social Media Influencer,97,Weekly
2792,33,Female,5.39,"['Travel', 'Sports', 'Music']",Friendship,Maybe,High School,Doctor,10,Monthly
2793,35,Female,5.3,"['Hiking', 'Movies']",Friendship,Maybe,Bachelor's Degree,Engineer,32,Weekly
2794,19,Male,5.81,"['Reading', 'Hiking', 'Sports']",Casual Dating,Maybe,Master's Degree,Business Owner,85,Daily
2795,18,Male,5.15,"['Movies', 'Hiking']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,1,Daily
2796,25,Male,5.54,"['Movies', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Doctor,91,Weekly
2797,20,Male,5.53,['Music'],Casual Dating,No,High School,Engineer,86,Weekly
2798,32,Female,5.23,"['Music', 'Sports', 'Hiking']",Marriage,Yes,Master's Degree,Entrepreneur,49,Daily
2799,31,Male,5.53,"['Reading', 'Cooking', 'Hiking']",Friendship,Maybe,Bachelor's Degree,Entrepreneur,98,Weekly
2800,32,Male,5.88,"['Movies', 'Sports', 'Reading']",Marriage,Maybe,Bachelor's Degree,Engineer,33,Daily
2801,24,Female,5.83,"['Cooking', 'Movies', 'Reading']",Marriage,Yes,Bachelor's Degree,Teacher,57,Weekly
2802,25,Male,5.92,"['Sports', 'Reading']",Friendship,Maybe,Ph.D.,Doctor,23,Weekly
2803,26,Female,5.39,['Sports'],Marriage,No,Bachelor's Degree,Artist,62,Daily
2804,28,Female,5.88,['Cooking'],Long-term Relationship,Maybe,Ph.D.,Student,57,Daily
2805,24,Female,5.41,['Reading'],Casual Dating,Maybe,Ph.D.,Engineer,37,Daily
2806,21,Male,5.44,['Reading'],Casual Dating,No,Master's Degree,Social Media Influencer,75,Weekly
2807,35,Female,5.59,"['Travel', 'Cooking', 'Music']",Marriage,Maybe,Master's Degree,Entrepreneur,1,Weekly
2808,31,Male,5.53,['Travel'],Friendship,Maybe,Ph.D.,Business Owner,55,Weekly
2809,27,Female,5.79,"['Sports', 'Cooking', 'Movies']",Casual Dating,Maybe,Bachelor's Degree,Engineer,34,Daily
2810,31,Male,5.9,['Travel'],Friendship,Maybe,High School,Engineer,26,Monthly
2811,26,Male,5.42,['Reading'],Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,65,Monthly
2812,22,Female,5.71,"['Reading', 'Music', 'Sports']",Long-term Relationship,Yes,Bachelor's Degree,Social Media Influencer,63,Weekly
2813,26,Female,5.04,"['Reading', 'Travel']",Marriage,No,Bachelor's Degree,Entrepreneur,62,Daily
2814,24,Male,5.83,"['Cooking', 'Sports']",Friendship,No,Bachelor's Degree,Business Owner,91,Monthly
2815,32,Female,5.89,['Music'],Marriage,Maybe,Bachelor's Degree,Student,74,Weekly
2816,26,Female,5.5,"['Reading', 'Hiking']",Friendship,Maybe,High School,Engineer,31,Weekly
2817,31,Female,5.33,"['Sports', 'Travel', 'Reading']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,62,Weekly
2818,28,Female,5.35,['Sports'],Marriage,Maybe,Ph.D.,Business Owner,32,Monthly
2819,35,Female,5.28,"['Cooking', 'Hiking']",Casual Dating,Maybe,Bachelor's Degree,Entrepreneur,62,Weekly
2820,32,Male,5.15,"['Movies', 'Sports', 'Travel']",Marriage,Yes,Master's Degree,Entrepreneur,52,Daily
2821,31,Male,5.93,"['Travel', 'Cooking']",Casual Dating,No,Bachelor's Degree,Social Media Influencer,99,Weekly
2822,30,Female,5.98,"['Hiking', 'Music', 'Reading']",Casual Dating,Yes,High School,Social Media Influencer,19,Daily
2823,24,Female,5.94,"['Music', 'Reading']",Friendship,Yes,Bachelor's Degree,Business Owner,5,Weekly
2824,35,Male,5.56,"['Music', 'Travel', 'Hiking']",Long-term Relationship,Yes,High School,Artist,94,Daily
2825,29,Female,5.36,"['Sports', 'Music']",Casual Dating,Maybe,Master's Degree,Business Owner,38,Weekly
2826,34,Male,5.05,"['Reading', 'Sports', 'Movies']",Friendship,Yes,Ph.D.,Entrepreneur,13,Monthly
2827,32,Female,5.22,"['Sports', 'Reading', 'Movies']",Casual Dating,No,High School,Artist,16,Monthly
2828,25,Female,5.2,['Sports'],Friendship,No,Ph.D.,Artist,2,Daily
2829,31,Male,5.72,"['Travel', 'Reading']",Long-term Relationship,Maybe,Bachelor's Degree,Entrepreneur,45,Weekly
2830,31,Male,5.42,"['Movies', 'Sports']",Long-term Relationship,Yes,Bachelor's Degree,Artist,60,Daily
2831,29,Female,5.55,"['Reading', 'Sports', 'Hiking']",Casual Dating,No,Master's Degree,Entrepreneur,49,Daily
2832,22,Male,5.65,"['Movies', 'Sports']",Marriage,No,Ph.D.,Artist,83,Daily
2833,29,Male,5.17,"['Hiking', 'Reading', 'Travel']",Casual Dating,Maybe,Ph.D.,Entrepreneur,15,Monthly
2834,35,Female,5.21,['Movies'],Long-term Relationship,Yes,Master's Degree,Doctor,74,Monthly
2835,34,Female,5.83,"['Sports', 'Hiking', 'Music']",Marriage,Yes,Ph.D.,Social Media Influencer,94,Monthly
2836,22,Female,5.88,"['Music', 'Travel']",Casual Dating,Yes,Master's Degree,Engineer,52,Daily
2837,25,Male,5.26,"['Travel', 'Reading']",Friendship,No,High School,Doctor,32,Monthly
2838,18,Female,5.24,"['Sports', 'Music']",Casual Dating,Yes,High School,Entrepreneur,10,Weekly
2839,27,Male,5.34,['Cooking'],Marriage,Yes,Ph.D.,Doctor,31,Weekly
2840,33,Female,5.75,['Movies'],Long-term Relationship,Yes,Ph.D.,Artist,22,Daily
2841,31,Male,5.78,"['Cooking', 'Travel', 'Music']",Casual Dating,No,High School,Student,69,Daily
2842,27,Male,5.49,"['Travel', 'Movies']",Marriage,No,Ph.D.,Entrepreneur,15,Weekly
2843,30,Female,5.25,"['Hiking', 'Reading']",Casual Dating,No,Master's Degree,Engineer,59,Weekly
2844,33,Female,5.41,"['Cooking', 'Hiking']",Marriage,No,Bachelor's Degree,Social Media Influencer,18,Daily
2845,28,Female,5.13,"['Reading', 'Travel', 'Hiking']",Marriage,Maybe,Master's Degree,Social Media Influencer,30,Monthly
2846,25,Female,5.29,"['Sports', 'Movies']",Casual Dating,Maybe,High School,Entrepreneur,49,Weekly
